# Time =     1.96559098E+00 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140036        4.6479442830904158E-015  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140033        4.6479442830904154E-016  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140033        4.6479442830904154E-016  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140036        4.6479442830904158E-015  -0.0000000000000000       -0.0000000000000000     
# Time =     1.11969718E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140016        2.3239721415452107E-016  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140033       -2.3239721415452079E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140033       -2.3239721415452079E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140016        2.3239721415452107E-016  -0.0000000000000000       -0.0000000000000000     
# Time =     1.13969793E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140042        1.8591777132361658E-015  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140033        2.0915749273906872E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140033        2.0915749273906872E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140042        1.8591777132361658E-015  -0.0000000000000000       -0.0000000000000000     
# Time =     1.15969868E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140013       -4.1831498547813745E-015  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140033       -6.9719164246356233E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140033       -6.9719164246356233E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140013       -4.1831498547813745E-015  -0.0000000000000000       -0.0000000000000000     
# Time =     1.17969943E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140042        1.1619860707726038E-015  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140030        3.7183554264723323E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140030        3.7183554264723323E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140042        1.1619860707726038E-015  -0.0000000000000000       -0.0000000000000000     
# Time =     1.19970018E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140010       -4.6479442830904134E-016  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140033       -1.3943832849271248E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140033       -1.3943832849271248E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140010       -4.6479442830904134E-016  -0.0000000000000000       -0.0000000000000000     
# Time =     1.21970093E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140042       -2.0915749273906872E-015  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140030        4.5317456760131549E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140030        4.5317456760131549E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140042       -2.0915749273906872E-015  -0.0000000000000000       -0.0000000000000000     
# Time =     1.23970168E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140013       -3.0211637840087707E-015  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140033        2.7887665698542496E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140033        2.7887665698542496E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140013       -3.0211637840087707E-015  -0.0000000000000000       -0.0000000000000000     
# Time =     1.25970243E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140036       -6.7395192104811030E-015  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140033       -1.9753763203134267E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140033       -1.9753763203134267E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140036       -6.7395192104811030E-015  -0.0000000000000000       -0.0000000000000000     
# Time =     1.27970318E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140013        6.9719164246356241E-016  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140033        6.2747247821720609E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140033        6.2747247821720609E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140013        6.9719164246356241E-016  -0.0000000000000000       -0.0000000000000000     
# Time =     1.29970393E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140036       -1.1387463493571517E-014  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140030       -4.7641428901676752E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140030       -4.7641428901676752E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140036       -1.1387463493571517E-014  -0.0000000000000000       -0.0000000000000000     
# Time =     1.31970468E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140013        1.1619860707726038E-015  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140036        2.5563693556997282E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140036        2.5563693556997282E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140013        1.1619860707726038E-015  -0.0000000000000000       -0.0000000000000000     
# Time =     1.33970543E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140036        2.3239721415452107E-016  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140030        1.3943832849271244E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140030        1.3943832849271244E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140036        2.3239721415452107E-016  -0.0000000000000000       -0.0000000000000000     
# Time =     1.35970618E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140013        2.0915749273906864E-015  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140036        6.0423275680175406E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140036        6.0423275680175406E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140013        2.0915749273906864E-015  -0.0000000000000000       -0.0000000000000000     
# Time =     1.37970693E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140033       -0.0000000000000000       -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140033       -5.3451359255539782E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140033       -5.3451359255539782E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140033       -0.0000000000000000       -0.0000000000000000       -0.0000000000000000     
# Time =     1.39970768E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140013       -2.3239721415452028E-016  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140036       -2.3239721415452107E-016  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140036       -2.3239721415452107E-016  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140013       -2.3239721415452028E-016  -0.0000000000000000       -0.0000000000000000     
# Time =     1.41970843E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140033       -3.0211637840087699E-015  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140036       -8.3662997095627474E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140036       -8.3662997095627474E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140033       -3.0211637840087699E-015  -0.0000000000000000       -0.0000000000000000     
# Time =     1.43970918E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140016        5.3451359255539774E-015  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140036        4.6479442830904150E-015  -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140036        4.6479442830904150E-015  -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140016        5.3451359255539774E-015  -0.0000000000000000       -0.0000000000000000     
# Time =     1.45970993E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303140039       -2.3239721415452107E-016  -0.0000000000000000       -0.0000000000000000     
           2  -129.64767303140033       -0.0000000000000000       -0.0000000000000000       -0.0000000000000000     
           3  -129.64767303140033       -0.0000000000000000       -0.0000000000000000       -0.0000000000000000     
           4  -129.64767303140039       -2.3239721415452107E-016  -0.0000000000000000       -0.0000000000000000     
